Data;Temp Ar;Umidade Rel
2013-01-01;25.943055555555556;62.47222222222223
2013-01-02;25.97142857142857;61.94642857142857
2013-01-03;25.83190131124914;64.75923050379572
2013-01-04;25.00436507936508;70.5297619047619
2013-01-05;25.519246031746032;67.68452380952381
2013-01-06;25.201190476190476;68.875
2013-01-07;24.965079365079365;73.6686507936508
2013-01-08;24.41626984126984;78.48412698412699
2013-01-09;24.012629399585922;80.82203243616287
2013-01-10;23.266287094547963;83.81142167011733
2013-01-11;21.547731193926843;89.10162180814355
2013-01-12;20.4093537414966;91.28373015873015
2013-01-13;20.689484126984127;87.31349206349206
2013-01-14;20.94829365079365;86.74484126984127
2013-01-15;21.686435786435787;86.494227994228
2013-01-16;21.433164497683133;88.2218525091196
2013-01-17;22.50420634920635;82.08769841269842
2013-01-18;24.306309523809524;75.79285714285714
2013-01-19;24.508125;77.43333333333334
2013-01-20;23.401041666666664;83.58333333333334
2013-01-21;22.75375;85.51458333333333
2013-01-22;23.358958333333334;84.62291666666667
2013-01-23;23.237291666666668;85.09375
2013-01-24;22.838541666666664;86.16666666666666
2013-01-25;22.97625;86.79791666666667
2013-01-26;22.329867424242426;88.99962121212121
2013-01-27;23.482038043478262;84.6151268115942
2013-01-28;23.905625;84.46666666666667
2013-01-29;23.393541666666668;86.12083333333334
2013-01-30;22.831929347826087;86.7213768115942
2013-01-31;22.759999999999998;85.325
2013-02-01;22.8258630952381;84.65386904761905
2013-02-02;23.402232142857144;80.53184523809524
2013-02-03;23.919873188405795;75.34972826086957
2013-02-04;23.863333333333333;77.48125
2013-02-05;23.127083333333335;81.80416666666666
2013-02-06;22.972291666666667;82.03958333333334
2013-02-07;22.484791666666666;83.26041666666666
2013-02-08;22.271979166666668;84.175
2013-02-09;21.6240625;85.19791666666666
2013-02-10;23.291589912280703;78.49451754385964
2013-02-11;24.041291666666666;73.19833333333334
2013-02-12;25.045625;67.83333333333334
2013-02-13;25.32708333333333;65.31041666666667
2013-02-14;25.788125;63.69583333333334
2013-02-15;26.039166666666667;64.02228260869565
2013-02-16;26.276225490196076;63.35747549019608
2013-02-17;25.602708333333332;69.26041666666666
2013-02-18;24.82811141304348;71.8302536231884
2013-02-19;24.951041666666665;70.3125
2013-02-20;25.117916666666666;68.58333333333334
2013-02-21;24.671041666666667;67.73958333333334
2013-02-22;24.786180555555553;66.39305555555555
2013-02-23;24.39929924242424;68.99962121212121
2013-02-24;22.63375;79.415625
2013-02-25;22.053809523809527;83.2577380952381
2013-02-26;23.858081004140786;75.85922619047619
2013-02-27;24.611785714285713;74.87857142857142
2013-02-28;23.692735507246375;79.67889492753622
2013-03-01;23.351;81.35333333333332
2013-03-02;24.105559210526316;78.49342105263158
2013-03-03;24.517500000000002;73.66805555555555
2013-03-04;25.507916666666667;69.01875
2013-03-05;25.38860294117647;69.76274509803922
2013-03-06;25.856708333333337;68.95125
2013-03-07;25.318260869565215;73.42699275362318
2013-03-08;25.245625;74.43958333333333
2013-03-09;25.47123188405797;73.49039855072463
2013-03-10;26.02522644927536;70.88070652173913
2013-03-11;25.876666666666665;71.52916666666667
2013-03-12;25.894375000000004;71.32083333333334
2013-03-13;25.780624999999997;72.44375
2013-03-14;24.59625;77.82083333333334
2013-03-15;24.787007575757578;77.78219696969697
2013-03-16;24.698124999999997;75.69791666666666
2013-03-17;24.819166666666668;72.16666666666666
2013-03-18;24.807291666666664;72.70833333333334
2013-03-19;22.40610119047619;83.38869047619048
2013-03-20;21.900896739130435;87.56745718050067
2013-03-21;22.316948529411764;85.94240196078431
2013-03-22;23.741041666666668;81.35187499999999
2013-03-23;22.95894927536232;83.55661231884058
2013-03-24;23.038043478260867;81.56041666666667
2013-03-25;21.94036404416839;88.08385093167702
2013-03-26;22.350595238095238;87.4920634920635
2013-03-27;23.265059672992003;82.66904165174842
2013-03-28;23.91381192881193;78.84057754414897
2013-03-29;24.072545351473924;78.78112244897959
2013-03-30;22.96311249137336;84.72429261559697
2013-03-31;23.674404761904764;80.33531746031747
2013-04-01;24.64160561660562;74.08836996336997
2013-04-02;24.49345238095238;74.52182539682539
2013-04-03;24.132444789510007;77.13328157349896
2013-04-04;23.845544217687074;77.43747165532879
2013-04-05;24.10517067473589;77.0242673992674
2013-04-06;23.786441798941798;80.92339544513457
2013-04-07;23.474313186813188;81.94975579975579
2013-04-08;24.01883811495613;79.93469634230503
2013-04-09;23.989880952380954;81.00595238095238
2013-04-10;22.321835839598997;88.54385964912281
2013-04-11;22.653102453102452;85.99729437229436
2013-04-12;23.564980158730158;82.94742063492063
2013-04-13;23.274554093567254;83.00033416875522
2013-04-14;23.4765873015873;80.57609710550886
2013-04-15;23.841268165958567;80.1929796639549
2013-04-16;23.228486394557823;76.33645124716553
2013-04-17;21.636111111111113;71.31349206349206
2013-04-18;21.177835811531462;71.92099567099567
2013-04-19;21.63075396825397;76.02777777777777
2013-04-20;22.29873015873016;71.30873015873016
2013-04-21;22.003733766233765;68.22132034632034
2013-04-22;20.898333333333333;69.01666666666667
2013-04-23;19.970625000000002;73.25833333333334
2013-04-24;21.041748188405798;71.06539855072464
2013-04-25;21.649131864988558;70.21666666666667
2013-04-26;22.575833333333332;69.63125
2013-04-27;22.262083333333333;72.98125
2013-04-28;22.305541666666667;71.01
2013-04-29;22.111041666666665;66.10416666666666
2013-04-30;22.578728260869564;66.25047101449276
2013-05-01;22.882110507246374;65.02626811594203
2013-05-02;22.754662471395882;64.87395118230359
2013-05-03;22.85693452380952;63.30238095238095
2013-05-04;22.612083333333334;61.010416666666664
