Data;Temp Ar;Umidade Rel
2020-01-01;26.220446793544617;69.28658690343474
2020-01-02;24.156930501930503;81.00714285714285
2020-01-03;22.79099799379211;83.94738435914907
2020-01-04;22.980532172488694;79.34162126553431
2020-01-05;22.6201011923838;82.94349275871015
2020-01-06;24.17171058181928;77.7560916267438
2020-01-07;25.688456123340025;75.87912087912088
2020-01-08;24.685225091302037;83.96600588262487
2020-01-09;24.783695419534386;84.40773550879263
2020-01-10;24.800470099753188;79.60222287924493
2020-01-11;25.180370500759516;79.15780183457528
2020-01-12;24.217074834214724;82.77307248384118
2020-01-13;24.110925631386156;82.88196211683055
2020-01-14;24.476274843983177;76.29314204314204
2020-01-15;26.30311397707231;70.09986772486772
2020-01-16;27.474952703629175;69.62957815898993
2020-01-17;23.511115462266776;80.81926691729323
2020-01-18;22.84608864379085;76.9510144335512
2020-01-19;24.039259259259257;76.47777777777777
2020-01-20;24.619599326216974;74.34792128909775
2020-01-21;23.90167755276451;71.5541198479178
2020-01-22;23.272402329352794;75.7202270381837
2020-01-23;21.40024267874012;89.18434886292943
2020-01-24;22.28450739509563;82.31713036565978
2020-01-25;22.229749285405394;71.09092095687119
2020-01-26;24.210496914651685;62.4596587882413
2020-01-27;25.421512964160023;55.05596854126265
2020-01-28;25.7936920922215;61.408155569920275
2020-01-29;25.523329463364295;73.10546251993621
2020-01-30;24.987553413096894;79.55668687462166
2020-01-31;24.659121621621622;80.01801801801801
2020-02-01;24.309102062588906;84.10821479374111
2020-02-02;23.90034636909637;84.01467376467376
2020-02-03;23.364751595838552;85.49288824180128
2020-02-04;23.442024915714846;83.99574186619381
2020-02-05;23.915620091144387;82.54404815766708
2020-02-06;23.823723496575663;83.82966272633456
2020-02-07;23.11568257280029;82.89216751918158
2020-02-08;24.12703666233078;76.57225875608229
2020-02-09;23.765579557910122;81.47692238731241
2020-02-10;22.26803451178451;90.43686868686868
2020-02-11;21.23301761141435;87.89134878808791
2020-02-12;21.311685275962237;81.48263888888889
2020-02-13;22.309297839506172;77.88977396514161
2020-02-14;23.665533609056627;73.2750445458246
2020-02-15;25.33321714272801;70.04233593961855
2020-02-16;26.02574620941494;70.2821450780042
2020-02-17;25.78892825011246;75.20141700404858
2020-02-18;26.16539224664225;75.28084789142481
2020-02-19;25.4418828320802;78.45250626566416
2020-02-20;25.224938202822816;79.77591852591853
2020-02-21;23.518102661545168;86.42395935490902
2020-02-22;22.537280701754383;85.47368421052632
2020-02-23;21.874403947501776;77.61841449613189
2020-02-24;22.524597578347578;81.77065527065527
2020-02-25;24.191059634809637;83.67512626262626
2020-02-26;23.167282695374798;89.54525518341308
2020-02-27;21.4745667157023;85.8817260542661
2020-02-28;21.381279897532757;81.16651909409346
2020-02-29;22.23687147393669;79.87271587108545
2020-03-01;21.709234131253364;80.1671522921523
2020-03-02;21.94000777000777;76.67094017094017
2020-03-03;21.79282470363156;76.42764005782401
2020-03-04;22.268487412354045;73.83578775010268
2020-03-05;22.617649572649572;69.2030525030525
2020-03-06;22.03803569765328;67.60364982301041
2020-03-07;22.25484834192192;66.17297375608413
2020-03-08;22.27550658278919;68.97124873918352
2020-03-09;23.24466931543698;68.30230017566974
2020-03-10;24.33156285094736;67.70658783094925
2020-03-11;24.879163580984233;67.56425907036962
2020-03-12;25.265185688405797;66.5236277173913
2020-03-13;25.04303283219189;65.61732377959159
2020-03-14;25.366514486975014;65.4552673112706
2020-03-15;25.810887483130905;68.78026785714286
2020-03-16;25.214592431669637;72.37703319964349
2020-03-17;25.02102203130416;74.50258907492763
2020-03-18;25.22351250832501;74.14714577089578
2020-03-19;24.6981047666102;79.94339523754165
2020-03-20;23.680723562669215;84.5686387163561
2020-03-21;23.063781746031744;83.15827380952382
2020-03-22;22.728892379169267;73.50333555809814
2020-03-23;22.297398982056592;68.46515139751553
2020-03-24;22.038251893939396;66.22529040404041
2020-03-25;21.817118055555557;65.10744152046783
2020-03-26;21.838831133540374;64.6764255521049
2020-03-27;22.517653488340418;65.86906879971669
2020-03-28;23.74828694524075;69.81303976217019
2020-03-29;22.800931051587302;83.4778373015873
2020-03-30;23.261513963391682;80.76473667184266
2020-03-31;24.04988827124439;75.10582378195794
2020-04-01;24.331821508148714;71.9183296727782
2020-04-02;25.270064802649042;70.23797741811329
2020-04-03;24.846536714191608;71.0197959015622
2020-04-04;21.74676073232323;63.16353535353535
2020-04-05;22.571292600373482;64.83962068160596
2020-04-06;24.602051306935817;65.50996700310559
2020-04-07;22.601768752467862;80.40016576367388
2020-04-08;21.93055109292881;77.61243340898233
2020-04-09;20.43347866083192;70.02697851966875
2020-04-10;20.33369900932401;67.42600184537685
2020-04-11;20.805152797860035;67.81192520564231
2020-04-12;21.064201665182644;69.27382709681623
2020-04-13;21.708209840457922;68.29882295507136
2020-04-14;20.163036394267852;81.27747664561923
2020-04-15;20.15862939271802;74.64149840312048
2020-04-16;19.69833896621227;69.67772919639435
2020-04-17;20.26245128802821;71.29147956280063
2020-04-18;20.334374098124098;73.32720238095239
2020-04-19;20.737747704859977;74.5532968290291
2020-04-20;21.267339262187086;72.54082345191041
2020-04-21;21.323105443017127;69.28592844202899
2020-04-22;21.075650464666914;66.74668779685227
2020-04-23;20.682792855836972;66.86938644688645
2020-04-24;21.74511345136345;69.9004377466334
2020-04-25;23.15388481888482;67.27869352869354
2020-04-26;22.584616493997764;63.086506064850546
2020-04-27;21.45672455749379;65.84016823632207
2020-04-28;21.16910342081741;64.20504247599123
2020-04-29;21.232867644051854;62.59023688300004
2020-04-30;21.5290171902401;62.32417900726724
2020-05-01;21.95147264284292;64.39705982577703
2020-05-02;21.979170956107875;65.73478615038212
2020-05-03;20.16751481572037;67.07188295891551
2020-05-04;19.283096774525635;64.97296720158143
2020-05-05;20.214265047023915;61.73971142320684
2020-05-06;21.31728767942584;64.0611842105263
2020-05-07;17.949281537176272;73.40690267335005
2020-05-08;16.849630949534795;70.27988240392087
2020-05-09;18.255811683361852;66.3766235436804
2020-05-10;19.130026846373;62.94543063773833
2020-05-11;19.75457533207533;61.98775419736959
2020-05-12;20.018828593477913;61.14231160995867
2020-05-13;19.838562943477804;68.92696969496505
2020-05-14;19.751635285623582;81.34178402058592
2020-05-15;18.949858645627877;82.23949704142012
2020-05-16;19.279267893870834;75.43234942753325
2020-05-17;19.10905332355649;66.90760817327572
2020-05-18;19.445105550029343;62.78490692909007
2020-05-19;20.29258972580567;64.09999302812771
2020-05-20;21.42371565568934;64.88256962335909
2020-05-21;21.485390615576375;65.3761906437216
2020-05-22;22.14746658312448;64.75611946532999
2020-05-23;18.67507305194805;82.32806938431938
2020-05-24;14.522020408800188;76.49993664384246
2020-05-25;15.00978256001598;66.62670463645492
